Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
La scomparsa di Majorana,,,,,Leonardo Sciascia,"Sciascia, Leonardo",,,,,,Adelphi,,,2014,,,,Fiction,"Fra la partenza e l'arrivo in un viaggio per mare da Palermo a Napoli, il 26 marzo 1938, si perdono le tracce del trentunenne fisico siciliano Ettore Majorana, definito da Fermi un genio della statura di Galileo e di Newton. Suicidio, come gli inquirenti dell'epoca vogliono lasciar credere, o volontaria fuga dal mondo e, soprattutto, dai terribili sviluppi che una mente così acuta e geniale può aver letto nel futuro della scienza, prossima alla messa a punto della bomba atomica? Su questo interrogativo Sciascia costruisce uno dei suoi romanzi più intensi per la finezza dell'analisi e dell'immedesimazione in moventi non detti, come nella logica e nell'etica segreta di Majorana.",,,,,,,,,,,119,,,,,,italiano,,,,,,9788845918711,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 15:18:10.229519963,,,,,,,,u2ShPwAACAAJ,Personale,0,0,0,,"https://m.media-amazon.com/images/I/71jfFJ9NtiL._AC_UF1000,1000_QL80_.jpg",
La stagione bella,,,,,Francesco Carofiglio,"Carofiglio, Francesco",,,,,,Garzanti,,,2024,,,,Fiction,"Viola ha quarant'anni. Nuota, ogni giorno. Sin da quando era bambina. Decine di vasche avanti e indietro, mentre fuori, il mondo, sparisce. Le sue giornate sembrano muoversi nell'ipnosi leggera di un tempo fermo, e invecchiare non c'entra, c'entra la sua vita, quella che esiste, quella che non è mai esistita. Forse tutto è cominciato quando sua madre è andata via, troppo presto. O forse molto prima, Viola non può saperlo. Figlie uniche entrambe, orfane entrambe di un padre mai esistito. Strette da un legame felice e indistruttibile, per tutta la vita. Nella sua bottega, a Milano, Viola crea fragranze per una Maison francese. Dentro quella bottega riceve persone che grazie agli odori cercano, e a volte ritrovano, una strada perduta, curano la memoria ferita con l'olfatto. E mentre Viola compie l'operazione minuziosa del riordino nella casa della sua infanzia, succede qualcosa, tra gli odori di canfora e di lavanda. In un cassetto c'è una scatola, mai vista prima, ci sono lettere, fotografie e un nastro registrato di quando Barbara viveva a Parigi, prima che lei nascesse. Forse dentro quella scatola si nasconde un segreto. Il segreto di tutta la vita. Con il suo stile inconfondibile, Francesco Carofiglio torna con un nuovo romanzo, magico, misterioso, che fa riflettere sulla vita, sulle scelte, sul dolore e sulla speranza. Una storia intima, intensa, dentro cui tuffarsi e perdersi. E alla fine, ritrovarsi.",,,,,,,,,,,288,,,,,,italiano,,,,,,9788811008323,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 15:46:26.485038042,,,,,,,,tEWw0AEACAAJ,Personale,0,0,0,,,
La stagione della caccia,,,,,Andrea Camilleri,"Camilleri, Andrea",,,,,,Sellerio Editore Palermo,,,1998,,,,Fiction,,,,,,,,,,,,164,,,,,,italiano,,,,,,9788838914980,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/30 00:35:08.483535051,,,,,,,,UDV5PwAACAAJ,Personale,0,0,0,,http://images.amazon.com/images/P/8838914982.01Z.jpg,
La zia marchesa,,,,,Simonetta Agnello Hornby,"Hornby, Simonetta Agnello",,,,,,Feltrinelli,,,2013,,,,Fiction,"Sicilia fine Ottocento. Costanza Safamita è l'unica figlia femmina di una ricca famiglia di proprietari terrieri, tanto amata e protetta dal padre, il barone Domenico, quanto rigettata dalla madre. Con la sua chioma di capelli rossi e il suo aspetto fisico quasi ""di un'altra razza"", cresce fra le persone di servizio, fra l'orgoglio paterno del sangue e le prospettive alquanto ridotte della vita in provincia. Sarà lei, per volere del padre, a ereditare le sostanze e il prestigio della famiglia. Affronterà la mondanità palermitana e una vita coniugale in equilibrio tra l'amore per il marito e l'impossibilità di abbandonarglisi, saprà affrontare i capimafia e contenere lo sfascio della famiglia, in un mondo arcaico e barbarico, fotografato nel momento della fine.",,,,,,,,,,,336,,,,,,italiano,,,,,,9788807881442,,0,3.500000,Sez. 3 Scaf. 7 Fila Ant.,Read,,0,,2024/10/24,,,,,,0,,,,,2024/10/24 15:43:55.092659950,,,,,,,,FHwDmQEACAAJ,Personale,0,0,0,,,"[{""status"":0,""activityYear"":2024,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone di Dorella"",""type"":12,""addedDate"":""2024\/10\/24 15:43:55.099742054"",""activityDate"":""2024\/10\/24""}]"
Le onde,,,Biblioteca Romantica Fabbri,,Virginia Woolf,"Woolf, Virginia",,,Nadia Fusini,,,RBA Fabbri,,,,,,,Fiction & Literature,,,,,,,,,,,,205,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/29 17:19:07.060570955,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/7BFD3EDB-D63E-4D49-8B84-E47B3F4D4FA7,
Le relazioni pericolose,,,Biblioteca Romantica Fabbri,,Choderlos De Laclos,"Laclos, Choderlos De",,,Piero Bianconi,,,RBA Fabbri,,,,,,,Fiction,,,,,,,,,,,,447,,,,,,,,,,,,,,1,5.000000,Sez. 3 Scaf. 7 Fila Ant.,Read,,0,,2024/10/29,,,,,,0,,,,,2024/10/29 10:22:14.366217017,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/2CE16A72-A2FB-470F-8A16-D924FAB950F3,"[{""status"":0,""activityYear"":2024,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone di Dorella"",""type"":12,""addedDate"":""2024\/10\/29 10:22:14.378718018"",""activityDate"":""2024\/10\/29""}]"
Leggere Lolita a Teheran,,,,,Azar Nafisi,"Nafisi, Azar",,,,,,Adelphi,,,2007,,,,Fiction,"Nei due decenni successivi alla rivoluzione di Khomeini, mentre le strade e i campus di Teheran erano teatro di violenze barbare, Azar Nafisi ha dovuto cimentarsi nell'impresa di spiegare a ragazzi e ragazze, esposti in misura crescente alla catechesi islamica, una delle più temibili incarnazioni del Satana occidentale: la letteratura. È stata così costretta ad aggirare qualsiasi idea ricevuta e a inventarsi un intero sistema di accostamenti e immagini che suonassero efficaci per gli studenti e, al tempo stesso, innocui per i loro occhiuti sorveglianti. Il risultato è un libro che, oltre a essere un atto d'amore per la letteratura, è anche una beffa giocata a chiunque tenti di proibirla.",,,,,,,,,,,379,,,,,,italiano,,,,,,9788845921544,,1,5.000000,Sez. 3 Scaf. 7 Fila Ant.,Read,,0,,2024/10/24,,,,,,0,,,,,2024/10/24 15:35:48.556395053,,,,,,,"«Leggere Lolita a Teheran» mi ha tenuto compagnia in giorni per me molto complicati, insegnandomi a cercare sempre e comunque la luce, a conquistare leggerezza senza perdere profondità, a difendere con tenacia e resilienza il mio universo interiore.
Quando Azar Nafisi scrive, il suo sguardo non si stende più fino alle sue amate montagne: in fuga dall’Iran di Khamenei, in piena rivoluzione islamica, ha trovato rifugio negli Stati Uniti, alla ricerca di quegli ideali di libertà che le consentano di «dare espressione ai propri mondi privati».
Intrecciando elementi tipici del genere memoir a contenuti degni di un saggio di critica letteraria, Nafisi ci racconta di quando, avendo perso la sua cattedra di letteratura occidentale all’Università di Teheran, decise di sfidare la censura tenendo nella sua casa seminari segreti con sette delle sue studentesse più dotate, per leggere classici della letteratura occidentale proibiti dal regime islamico.

«Credo fosse l’opportunità di accedere a una libertà senza limiti quando ogni strada sembra preclusa», ella scrive. «L’università era stata il mio principale collegamento con il mondo esterno: una volta reciso, mi ero ritrovata sull’orlo di un precipizio – e non avevo scelta: o mi inventavo un violino, o sarei caduta nel vuoto».
Il violino di cui parla Nafisi è l’aggancio a un’affilata metafora usata da Nabokov nella nota introduttiva all’edizione inglese del 1959 del suo «Invito a una decapitazione». In quella nota Nabokov dichiara che quel suo romanzo non offre «tout pour tous», ma è «un violino nel vuoto».

Proprio nella critica lucida e penetrante  alle opere di autori quali Nabokov, Fitzgerald, James e Austen le vicende personali dell’autrice e delle sue studentesse – nel quadro desolante di un paese che regredisce, fiaccando i diritti fondamentali e soprattutto quelli delle donne – trovano un paradigma concettuale cui ricondursi.
Ne risulta uno dei più toccanti tributi al potere salvifico della letteratura, intesa come espressione del diritto all’immaginazione, capace di offrire, al tempo stesso, una chiave di lettura della realtà e un mezzo di evasione dalla stessa.",cgKwPAAACAAJ,Personale,0,0,0,,https://www.adelphi.it/spool/i__id9141_mw1000__1x.jpg,"[{""status"":0,""activityYear"":2024,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone di Dorella"",""type"":12,""addedDate"":""2024\/10\/24 15:35:48.563887953"",""activityDate"":""2024\/10\/24""}]"
Limonov,,,,,Emmanuel Carrère,"Carrère, Emmanuel",,,,,,Adelphi,,,2014,,,,Biography & Autobiography,"Limonov non è un personaggio inventato. Esiste davvero: ""è stato teppista in Ucraina, idolo dell'underground sovietico, barbone e poi domestico di un miliardario a Manhattan, scrittore alla moda a Parigi, soldato sperduto nei Balcani; e adesso, nell'immenso bordello del dopo comunismo, vecchio capo carismatico di un partito di giovani desperados. Lui si vede come un eroe, ma lo si può considerare anche una carogna: io sospendo il giudizio"" si legge nelle prime pagine di questo libro. E se Carrère ha deciso di scriverlo è perché ha pensato ""che la sua vita romanzesca e spericolata raccontasse qualcosa, non solamente di lui, Limonov, non solamente della Russia, ma della storia di noi tutti dopo la fine della seconda guerra mondiale"". La vita di Eduard Limonov, però, è innanzitutto un romanzo di avventure: al tempo stesso avvincente, nero, scandaloso, scapigliato, amaro, sorprendente, e irresistibile. Perché Carrère riesce a fare di lui un personaggio a volte commovente, a volte ripugnante - a volte perfino accattivante. Ma mai, assolutamente mai, mediocre. Che si trascini gonfio di alcol sui marciapiedi di New York dopo essere stato piantato dall'amatissima moglie o si lasci invischiare nei più grotteschi salotti parigini, che vada ad arruolarsi nelle milizie filoserbe o approfitti della reclusione in un campo di lavoro per temprare il ""duro metallo di cui è fatta la sua anima"", Limonov vive ciascuna di queste esperienze fino in fondo...",,,,,,,,,,,356,,,,,,italiano,,,,,,9788845928987,,0,4.000000,Sez. 3 Scaf. 7 Fila Ant.,Read,,0,,2024/10/24,,,,,,0,,,,,2024/10/24 15:18:21.298354983,,,,,,,"Chi è Eduard Limonov? 
Difficile definirlo in un solo tratto.
Il suo profilo sfugge a contorni netti: è simile a un prisma, che assorbe la luce e la scompone, restituendo una miriade di riflessi giocosi.
Poeta e scrittore, soldato mercenario nei Balcani, capo di un partito nazionalbolscevico nella Russia postcomunista, ma anche sarto, maggiordomo, vagabondo, prigioniero. Attraverso ognuna di queste facce, Limonov ci rivela – sempre fedele a se stesso – un animo sensibile e ribelle, ossessionato dal desiderio di sfuggire all’ordinarietà di ciò che transita silente verso l’evanescenza dell’oblio.
È la penna di Emmanuel Carrère, però, che ci consegna un ritratto così vivido, attraverso una tecnica che si può tanto amare quanto odiare.
Carrère irrompe vistosamente col suo ego, con le sue stesse vicende di vita, nel flusso della narrazione, accostandosi all’oggetto del suo narrare per condividerne la prospettiva e definire, in un colpo solo, tanto il personaggio, quanto se stesso, ora in negativo, attraverso la demarcazione di differenze, ora in positivo, attraverso una compartecipazione empatica che a tratti potrebbe sembrare esagerata, se non servisse ad accorciare la distanza rispetto a chi legge.

«”È strano, però. Perché vuole scrivere un libro su di me?” 
[…] Perché ha […] una vita appassionante. Una vita romanzesca, pericolosa, una vita che ha accettato il rischio di calarsi nella storia.
E a questo punto Eduard dice qualcosa che mi lascia di sasso. Con la sua risatina brusca, senza guardarmi:
“Già, una vita di merda”».",JhmAoAEACAAJ,Personale,0,0,0,,,"[{""status"":0,""activityYear"":2024,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone di Dorella"",""type"":12,""addedDate"":""2024\/10\/24 15:21:33.241994023"",""activityDate"":""2024\/10\/24""}]"
Moll Flanders,,,Biblioteca Romantica Fabbri,,Daniel Defoe,"Defoe, Daniel",,,Ugo Dèttore,,,RBA Fabbri,,,,,,,Fiction & Literature,,,,,,,,,,,,321,,,,,,,,,,,,,,1,5.000000,Sez. 3 Scaf. 7 Fila Ant.,Read,,0,,2024/10/29,,,,,,0,,,,,2024/10/29 16:38:19.676383018,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/A6200B80-2F1C-46AB-A7B9-AC5B84853FC0,"[{""status"":0,""activityYear"":2024,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone di Dorella"",""type"":12,""addedDate"":""2024\/10\/29 16:38:19.688302040"",""activityDate"":""2024\/10\/29""}]"
Non siamo mai stati sulla Terra,,,,,Rocco Tanica,"Tanica, Rocco",,,,,,Il saggiatore,,,2022,,,,,,,,,,,,,,,,269,,,,,,italiano,,,,,,9788842832027,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 15:17:21.690541982,,,,,,,,,Personale,0,0,0,,http://images.amazon.com/images/P/8842832022.01Z.jpg,
Paul e Virginie,,,Biblioteca Romantica Fabbri,,Bernardine De Saint-Pierre,"Saint-Pierre, Bernardine De",,,Davide Monda,,,RBA Fabbri,,,,,,,Fiction & Literature,,,,,,,,,,,,139,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/29 17:58:26.611999034,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/A4EA0577-74E2-4271-A43D-3911214F5F4E,
Piano nobile,,,,,Simonetta Agnello Hornby,"Hornby, Simonetta Agnello",,,,,,Feltrinelli,,,2022,,,,Fiction,"Palermo, estate 1942. Come in un lucido delirio, il barone Enrico Sorci dal suo letto di morte vede passare davanti agli occhi la storia recente della sua famiglia. Vede la devozione della moglie e i torti che le ha inflitto, vede le figlie Maria Teresa, Anna e Lia, i figli Cola, Ludovico, Filippo e Andrea; e vede Laura, la nuora prediletta, con il figlio Carlino, per il cui futuro si inquieta. Poco prima di morire il barone ordina che la notizia del suo trapasso non venga immediatamente annunciata e infatti, ignari, i parenti si radunano intorno alla tavola per un affollatissimo pranzo che si tiene fra silenzi, ammicchi, messaggi in codice, tensioni, battibecchi, antichi veleni, segrete ambizioni. È come se il piano nobile di palazzo Sorci fosse il centro del mondo, del mondo che tramonta - fra i bombardamenti alleati e la fine del fascismo - e del mondo che sta arrivando, segnato da speranze ma anche da una diversa e più aggressiva criminalità. Uno dopo l'altro, i protagonisti prendono la parola per portare testimonianze, visioni, memorie che si avviluppano in una spirale di fatti e di passioni, vendette e tradimenti, componendo un quadro privato e collettivo degli eventi che segnano Palermo fino all'aprile del 1955. Offesa dalla guerra e dall'occupazione, la città si apre con sventato entusiasmo a una nuova ricchezza e a nuove alleanze con la politica e la malavita; nelle pieghe della famiglia Sorci si consumano amori, fughe, ribellioni, rovine. E tutto fluisce, incessante. Agnello Hornby sgomitola storie che sono anche episodi della storia di tutto il Paese e dilatano quella capacità di allacciare la visione d'insieme e la potenza del dettaglio che i lettori hanno già imparato a riconoscere nei suoi romanzi. Con ""Piano nobile"" prende vita il secondo capitolo della saga familiare cominciata con ""Caffè amaro"". Le famiglie sono famiglie, e chissà ancora per quanto impediranno, nasconderanno, confonderanno.",,,,,,,,,,,352,,,,,,italiano,,,,,,9788807896064,,0,4.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 15:43:05.828493952,,,,,,,"Quel 50% di sicilianità che mi porto nel codice genetico e che, pur dando colore e calore a molti tratti del mio carattere, non ha potuto per lungo tempo conquistare le stanze della mia consapevolezza, mi spinge a provare un interesse magnetico per la lettura di autori che, ciascuno dalla sua particolarissima prospettiva, consegnano una tessera al mosaico di quella umanità che non mi ha sorriso dai luoghi abituali della mia giovinezza, ma mi alita dentro, sommessa e profonda come un oceano.
Fino a qualche tempo fa - mea culpa - non conoscevo come autrice Simonetta Agnello Hornby. Di lei ho saputo solo conversando con un inglese, il quale, apprendendo che per parte paterna ho origini siciliane, che amo scrivere e che, pur non essendo pentita della mia formazione giuridica, tengo troppo all’idealità del diritto per vederla schiantarsi e morire ogni giorno tra le secche dei tribunali italiani, mi chiese se conoscessi questa autrice, siciliana d’origine, naturalizzata inglese, che, oltre ad esercitare nel Regno Unito la professione di avvocato nel campo del diritto minorile e della diversità, scrive romanzi di successo, particolarmente apprezzati anche oltremanica.
Ho subito cercato di colmare la lacuna e ad oggi ho letto alcuni dei suoi romanzi. 
Il suo stile narrativo é un incedere elegante di tocchi lievi e raffinati, che ti coinvolge incisivamente ma con garbo.
In “Piano Nobile” trovo che raggiunga compiuta definizione il suo originale espediente di affidare direttamente ai personaggi, in periodica alternanza di voci, la narrazione dei fatti.
In tal modo il lettore é frequentatore invisibile di un clan all’interno del quale ciascuno rassegna direttamente “se stesso” nel resoconto che fa degli accadimenti e nelle valutazioni che esprime sugli altri: trama e tratteggio dei personaggi sono, così, due fili che corrono simultaneamente in un intreccio capace di svilupparsi in totale autonomia ed assoluta autenticità.
Sullo sfondo dei fatti storici che abbracciano il secondo conflitto mondiale e il susseguente dopoguerra, si dipanano le vicende decadenti di una potente famiglia aristocratica di Palermo, a partire dalla morte del suo capostipite, che nelle ore della sua agonia convoca tutti i suoi discendenti per un ultimo pranzo in suo onore nel piano nobile del palazzo in cui ha prevalentemente dimorato.
La decadenza mi sembra il fulcro dei temi toccati dal romanzo, che vuole restituirci il senso di qualcosa che si disfa eppure non muore mai del tutto, congelandosi, trasmutato,
nel destino di chi ignaro sopraggiungerà.",ysLezgEACAAJ,Personale,0,0,0,,,
Piccolo mondo antico,,,Biblioteca Romantica Fabbri,,Antonio Fogazzaro,"Fogazzaro, Antonio",,,,,,RBA Fabbri,,,,,,,Fiction & Literature,,,,,,,,,,,,413,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/29 17:29:47.567891955,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/5A23BEE3-751D-442E-9098-5C297D515BF3,
Punto pieno,,,,,Simonetta Agnello Hornby,"Hornby, Simonetta Agnello",,,,,,Feltrinelli,,,2023,,,,Fiction,"Palermo, 1955. La guerra è finita, ma le vite della famiglia Sorci continuano a essere travagliate. Andrea, in preda a un accesso di rabbia, ha commesso un omicidio, e per salvarlo deve intervenire il potentissimo Peppe Vallo, figlio illegittimo del padre di Andrea, il barone Sorci. Rico, nipote di Andrea, che sa ma non parla, è un uomo tormentato, deluso dalla Sicilia ferita del dopoguerra: vive accanto a Rita, che ama e non può fare a meno di tradire. Eppure qualcosa si muove: le zie che i Sorci hanno ribattezzato ""le Tre Sagge"" fondano nella sagrestia della chiesa dei Santi Scalzi il Circolo del Punto Pieno. Dalla nobildonna alla monaca alla prostituta, in quel ""tripudio febbrile delle dita"" si dà forma a una sorta di adunanza femminile dove si rammendano traumi sociali e famigliari. È una nuova sorellanza basata su una ""separazione dal mondo fuori che solo le donne, quando sono insieme, riescono a creare e a difendere"". Tra un corredino, una tovaglia e un lenzuolo, l'uomo vola sulla Luna, gli studenti si ribellano. E la tensione positiva dei movimenti a cavallo fra gli anni sessanta e settanta si scontra con le contraddizioni dell'isola. Simonetta Agnello Hornby tiene stretto il filo della saga famigliare cominciata con Caffè amaro e proseguita con Piano nobile per consegnarci un appassionante ricamo di omicidi, ossessioni, amori, violenze nella Sicilia della seconda metà del Novecento.",,,,,,,,,,,336,,,,,,italiano,,,,,,9788807897399,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 15:38:45.203462958,,,,,,,,M5-czwEACAAJ,Personale,0,0,0,,,
Ragione e sentimento,,,Biblioteca Romantica Fabbri,,Jane Austen,"Austen, Jane",,,Beatrice Boffito Serra,,,RBA Fabbri,,,,,,,Fiction,,,,,,,,,,,,398,,,,,,,,,,,,,,1,5.000000,Sez. 3 Scaf. 7 Fila Ant.,Read,,0,,2024/10/29,,,,,,0,,,,,2024/10/29 10:08:06.210705995,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/59DDC202-5500-405D-9CC3-2F9C60FAA1C6,"[{""status"":0,""activityYear"":2024,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone di Dorella"",""type"":12,""addedDate"":""2024\/10\/29 10:08:06.232903957"",""activityDate"":""2024\/10\/29""}]"
Resurrezione,,,Biblioteca Romantica Fabbri,,Lev Nikolaevič Tolstoj,"Tolstoj, Lev Nikolaevič",,,Clara Terzi Pizzorno,,,RBA Fabbri,,,,,,,Fiction & Literature,,,,,,,,,,,,447,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/29 16:10:09.417783975,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/4ED1E40F-FC83-4E73-98DC-37459453D519,
Ritratto di signora,,,Biblioteca Romantica Fabbri,,Henry James,"James, Henry",,,Beatrice Boffito Serra,,,RBA Fabbri,,,,,,,Fiction & Literature,,,,,,,,,,,,489,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/30 00:15:07.902387976,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/17DD2045-5AB0-4520-A39A-979A3B86487B,
Siddharta,,,,,Hermann Hesse,"Hesse, Hermann",,,,,,Adelphi,,,1994,,,,,,,,,,,,,,,,,,,,,,italiano,,,,,,9788845901843,,0,5.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/28 09:41:00.804468989,,,,,,,,,Personale,0,0,0,,http://images.amazon.com/images/P/884590184X.01Z.jpg,
Tristana,,,Biblioteca Romantica Fabbri,,Benito Pérez Galdós,"Galdós, Benito Pérez",,,Italo Alighiero Chiusano,,,RBA Fabbri,,,,,,,Fiction & Literature,,,,,,,,,,,,204,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/29 23:59:39.736309051,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/83EDDE8A-56C8-46EB-AE45-5BF72211083C,
Una stanza tutta per sé,,,,,Virginia Woolf,"Woolf, Virginia",,,,,,Feltrinelli,,,2013,,,,Literary Collections,"Nell'ottobre del 1928 Virginia Woolf viene invitata a tenere due conferenze sul tema ""Le donne e il romanzo"". È l'occasione per elaborare in maniera sistematica le sue molte riflessioni su universo femminile e creatività letteraria. Il risultato è questo straordinario saggio, vero e proprio manifesto sulla condizione femminile dalle origini ai giorni nostri, che ripercorre il rapporto donna-scrittura dal punto di vista di una secolare esclusione, attraverso la doppia lente del rigore storico e della passione per la letteratura. Come poteva una donna, si chiede la scrittrice inglese, dedicarsi alla letteratura se non possedeva ""denaro e una stanza tutta per sé""? Si snoda così un percorso attraverso la letteratura degli ultimi secoli che, seguendo la simbolica giornata di una scrittrice del nostro tempo, si fa lucida e asciutta riflessione sulla condizione femminile. Un classico della scrittura e del pensiero. Con uno scritto di Marisa Bulgheroni.",,,,,,,,,,,156,,,,,,italiano,,,,,,9788807900600,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:44:00.258689999,,,,,,,,oX2kmQEACAAJ,Personale,0,0,0,,,
Washington Square,,,Biblioteca Romantica Fabbri,,Henry James,"James, Henry",,,Marianna Battistella ed Emanuele Moca,,,RBA Fabbri,,,,,,,Fiction & Literature,,,,,,,,,,,,281,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf. 7 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/29 17:42:22.098628997,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/51EA5408-E4F0-4454-B7B2-84918E161E80,
Camera con vista,,,La Biblioteca Di Repubblica,25,Eduard Morgan Forster,"Forster, Eduard Morgan",,,,,,La Biblioteca Di Repubblica,,,,,,,Fiction,,,,,,,,,,,,223,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/28 19:28:38.475711941,,,,,,,,,Personale,0,0,0,,https://i.ebayimg.com/00/s/MTM4NFg4MTk=/z/EyEAAOSwX7lh7AzX/$_57.JPG?set_id=8800005007,
Canne al vento,,,,,Grazia Deledda,"Deledda, Grazia",,,,,,Mondadori,,,,,,,Fiction,,,,,,,,,,,,262,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/29 00:38:58.358679056,,,,,,,,,Personale,0,0,0,,https://media.anobii.com/covers/017ef7ece72e14c736/300/508/2.5/paperback/png/1680469660,
Colazione da Tiffany,,,La Biblioteca Di Repubblica,31,Truman Capote,"Capote, Truman",,,,,,La Biblioteca Di Repubblica,,,,,,,Fiction,,,,,,,,,,,,95,,,,,,,,,,,,,,0,0.000000,Sez. 3 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/28 19:21:27.089373946,,,,,,,,,Personale,0,0,0,,"https://m.media-amazon.com/images/I/81ooyYgHb5L._AC_UF1000,1000_QL80_.jpg",
